sofifa_id,short_name,nationality,overall,player_positions,work_rate,team_position
223738,X. Mous,Netherlands,67,GK,Medium/Medium,GK
224995,W. Pacheco,Colombia,67,"RB, RM",High/Medium,RB
225636,L. Boeder,Germany,67,"RB, CB",Low/Medium,RCB
225955,M. Kvasina,Austria,67,"ST, CAM",Medium/Low,RS
226523,F. Brorsson,Sweden,67,CB,Medium/High,SUB
226686,M. Christiansen,Germany,67,"CDM, CM",Medium/Medium,LDM
226787,S. Rosales,Argentina,67,"LM, RM, RW",Medium/Medium,LS
228017,Zhang Yuning,China PR,67,ST,High/Low,LS
228388,M. Thiam,Senegal,67,"LM, ST",Medium/Medium,SUB
228768,Xande Silva,Portugal,67,"RM, LM",High/Medium,RES
230871,R. Holgado,Argentina,67,ST,High/Medium,SUB
231535,C. Borthwick-Jackson,England,67,LB,Medium/Medium,RES
232439,L. Vignali,Italy,67,"RB, CM",Medium/Medium,RB
232643,L. Guwara,Germany,67,LB,Medium/Medium,LB
233874,A. Ioniță,Romania,67,"CAM, RW",High/Low,SUB
234282,L. Samson,Germany,67,"CDM, CB",Medium/Medium,SUB
236273,K. Bartolec,Croatia,67,"RB, RM",Medium/Medium,RB
236831,A. Seydel,Germany,67,"ST, LM",Medium/Low,SUB
237429,G. Miura,Japan,67,"CB, RB",Medium/Medium,CB
237635,F. Pick,Germany,67,"LM, LW",Medium/Medium,LM
237647,A. Hrustić,Australia,67,"RM, CM, LM",Medium/Medium,RM
237890,A. Arellano,Mexico,67,"CDM, CM",Low/High,SUB
238450,S. Raggett,England,67,CB,Low/Medium,SUB
238557,L. Schweers,Germany,67,CB,Medium/Medium,SUB
238593,M. Heyer,Germany,67,"CB, CDM",Medium/Medium,SUB
238784,B. Rother,Germany,67,"CDM, CB, RB",Medium/Medium,SUB
238941,J. Balkovec,Slovenia,67,LB,High/Medium,SUB
239394,F. Flecker,Austria,67,"RM, RW, LW",High/High,RES
239450,Tiago Castro,Portugal,67,"CM, RW",Medium/Medium,SUB
239498,B. Henning,Germany,67,"CDM, CM",Medium/High,SUB
239669,J. Levi,Sweden,67,"RW, RM",Medium/Low,RW
239703,M. Biankadi,Germany,67,"LM, CM, LW",High/High,SUB
240282,A. Matějů,Czech Republic,67,"RB, LB",High/Medium,SUB
243339,D. Bizimana,Rwanda,67,"CM, CDM",Medium/Medium,LDM
243887,T. Mohr,Germany,67,"LM, LB",High/Medium,CAM
244112,D. Kyereh,Germany,67,"ST, RM",Medium/Medium,RS
244375,O. Andrievskyi,Ukraine,67,"CDM, CM, LM",High/Medium,SUB
245172,M. Di Gennaro,Italy,67,CB,Medium/Medium,CB
246065,L. Haquin,Bolivia,67,CB,High/Medium,RES
246307,L. Maboe,South Africa,67,"LW, RW, CF",High/Medium,
246878,S. Milošević,Montenegro,67,ST,Medium/Low,SUB
246929,Gerson Rodrigues,Luxembourg,67,"RW, ST",High/Low,SUB
251934,Luiz Henrique,Brazil,67,"CAM, CM",Medium/Medium,SUB
202199,G. Long,England,67,GK,Medium/Medium,SUB
204164,A. Ludwig,Denmark,67,CB,Medium/Medium,LCB
204424,P. Izzo,Australia,67,GK,Medium/Medium,GK
207916,L. Vigen,Denmark,67,"CM, CDM",High/Medium,LCM
207956,P. Mpanzu,England,67,CM,Medium/Medium,CDM
208111,S. Sandberg,Sweden,67,"RB, CB",Medium/Medium,RB
210217,C. Chapman,Australia,67,"CDM, CM, CB",Medium/Medium,LCM
211211,Caye Quintana,Spain,67,ST,High/Low,SUB
211623,R. Colclough,England,67,"LM, RM",High/Medium,RM
212158,O. Osawe,Nigeria,67,"ST, RM",Medium/Medium,ST
213301,S. Horvath,Austria,67,"RM, CAM, CF",Medium/Medium,RF
213957,L. Crecco,Italy,67,"CM, LM",Medium/Medium,LCM
214035,J. Martínez,Colombia,67,GK,Medium/Medium,RES
214291,C. Rodríguez,Chile,67,RB,Medium/Medium,RB
214440,D. Melo,Chile,67,GK,Medium/Medium,SUB
216025,G. Navarrete,Chile,67,"CAM, CM",Medium/Low,RCM
216245,L. Cárdenas,Mexico,67,GK,Medium/Medium,SUB
219487,F. De Col,Italy,67,RB,High/Medium,RES
219605,C. Cuevas,Chile,67,"LB, LWB",High/Medium,SUB
219684,S. Nicholson,Scotland,67,"LM, ST",High/Medium,RM
219836,Rubén Yáñez,Spain,67,GK,Medium/Medium,RES
219938,L. Rosseti,Italy,67,ST,High/Medium,SUB
220126,M. Diagne,Senegal,67,CB,Medium/Medium,RCB
223009,E. Lancini,Italy,67,CB,Medium/Medium,RES
223095,F. Palacios Martínez,Spain,67,"ST, CAM",Medium/Medium,RES
223594,M. Spano-Rahou,France,67,CB,Medium/Medium,CB
224504,I. Poblete,Chile,67,CAM,Medium/Medium,CAM
224511,E. Bonifacio,Argentina,67,"RB, RWB, RM",Medium/Medium,RM
224590,J. Benet,France,67,"CM, RW",Medium/Medium,SUB
224962,M. Al Kuwaykibi,Saudi Arabia,67,"RM, LM",High/Medium,RM
225016,G. Di Noia,Italy,67,CM,Medium/Medium,SUB
225040,D. Liotti,Italy,67,"LB, LM, CB",High/Medium,LB
225202,Carlos Nieto,Spain,67,LB,Medium/Medium,LB
225273,M. Thychosen,Denmark,67,RB,High/High,RB
225327,L. Gonnelli,Italy,67,CB,Medium/High,RCB
225927,Q. Lecoeuche,France,67,"LB, LM",Medium/Medium,SUB
226103,Akieme,Spain,67,LB,Medium/Medium,SUB
226127,C. Depres,France,67,ST,Medium/Medium,SUB
226442,H. Pehlivan,Turkey,67,LB,Medium/Medium,SUB
227622,S. Spierings,Netherlands,67,"CM, CAM",Medium/Medium,RCM
228310,T. Deng,Australia,67,"CB, RB",Medium/High,RCB
229713,J. Bizama,Chile,67,"RB, CB",Medium/Medium,RES
230906,K. Osorio,Colombia,67,CM,Medium/Medium,CAM
232094,J. Niezgoda,Poland,67,ST,Medium/Medium,SUB
232823,H. Kawabe,Japan,67,"CM, RM",Medium/Medium,RCM
234195,D. Warmerdam,Netherlands,67,"LM, LB",Medium/High,SUB
234196,J. Bruijn,Netherlands,67,"CAM, LW",Medium/Medium,CAM
235277,R. Popa,Romania,67,CB,Low/Medium,SUB
236405,Lasure,Spain,67,LB,Medium/Medium,SUB
236752,D. Bamba,Cote d'Ivoire,67,ST,High/Medium,SUB
237010,Deng Hanwen,China PR,67,"RB, LB",High/Medium,SUB
237214,L. Abubakar,Ghana,67,CB,Medium/High,RCB
237442,Eric Curbelo,Spain,67,"RB, CB",High/High,SUB
237453,A. Onaiwu,Japan,67,"ST, CF",High/Low,ST
237461,C. Colmán,Paraguay,67,ST,Medium/Medium,RES
237541,André Pedrosa,Portugal,67,CDM,Medium/High,SUB
238636,R. Preißinger,Germany,67,"CDM, LM",High/High,LDM
242673,V. Gvilia,Georgia,67,"CAM, CM",Medium/Medium,CAM
242708,M. Adams,England,67,"CDM, CM",Medium/High,SUB
245157,Stoichkov,Spain,67,"ST, CAM",Medium/Medium,SUB
246118,U. Meraş,Turkey,67,LB,High/Medium,LB
246406,X. Arreaga,Ecuador,67,CB,Medium/Medium,LCB
247215,V. Savićević,Montenegro,67,"CM, CDM",Medium/High,CDM
248777,J. Mellot,France,67,"RB, RWB",High/Medium,RB
251899,Rômulo,Brazil,67,"CDM, CM",Medium/Medium,RCM
252721,D. Takagi,Japan,67,"LW, RW",Medium/Medium,SUB
198039,M. Gillespie,England,67,GK,Medium/Medium,GK
199917,J. Forster-Caskey,England,67,"CM, CDM",High/Medium,SUB
201847,L. Bostyn,Belgium,67,GK,Medium/Medium,SUB
201978,P. Parzyszek,Poland,67,ST,Medium/Medium,LS
204220,C. Edwards,England,67,CM,High/Medium,SUB
204458,A. Oshilaja,England,67,"CB, RB",Medium/Medium,SUB
204626,T. Grøgaard,Norway,67,"LB, CM",High/Medium,LB
204922,A. Leitner,Austria,67,GK,Medium/Medium,GK
205393,J. Baldwin,England,67,CB,Medium/High,SUB
206053,D. Marsura,Italy,67,"ST, RW, CF",High/Medium,LF
207763,A. Mendoza,Mexico,67,LB,Low/High,SUB
208666,Bruninho,Brazil,67,LB,High/Medium,SUB
209709,B. Edomwonyi,Nigeria,67,ST,Medium/Low,SUB
211132,Andrés Prieto,Spain,67,GK,Medium/Medium,SUB
212443,S. Pasa,Italy,67,"CM, CB, CDM",Medium/High,SUB
212988,A. Deja,Poland,67,"CDM, CM",High/High,RDM
213615,R. Williams,South Africa,67,GK,Medium/Medium,
213822,L. Cabrera,Chile,67,"CDM, CM",Medium/Medium,SUB
216271,J. van Aken,Netherlands,67,CB,Medium/Medium,SUB
216295,T. Dierckx,Belgium,67,"RW, LW",High/High,SUB
219680,C. Hountondji,Benin,67,CB,Medium/Medium,RCB
219700,P. Lipski,Poland,67,"CAM, CM",Medium/Medium,SUB
219780,Claude Gonçalves,Portugal,67,"CDM, RB, CM",Medium/Medium,SUB
219812,P. Ciurria,Italy,67,"CAM, LM, RM",High/Low,SUB
220122,Campins,Spain,67,"RB, RM, RWB",High/Medium,RWB
220637,Moi Delgado,Spain,67,"LB, LM",High/Medium,SUB
220886,B. Tuiloma,New Zealand,67,"CB, CDM, RB",Medium/Medium,LCB
222645,L. López,Mexico,67,CM,High/Medium,SUB
222830,F. Grillo,Argentina,67,"CB, LB",Medium/Medium,SUB
223265,M. Devlin,Scotland,67,CB,Low/Medium,SUB
223637,A. Polo,Peru,67,"RM, CM, LM",Medium/Medium,RM
225115,M. Pinato,Italy,67,"CM, LM",Medium/Medium,LCM
226786,A. Bono,USA,67,GK,Medium/Medium,SUB
227150,M. Poletanović,Serbia,67,"CDM, CAM",Medium/Medium,SUB
227788,An Hyeon Beom,Korea Republic,67,RM,High/Medium,SUB
229677,F. Bambock,France,67,CDM,Medium/High,LDM
231056,S. Marinović,New Zealand,67,GK,Medium/Medium,GK
232477,S. Al Ghannam,Saudi Arabia,67,RB,High/Medium,RB
234748,Gu Sung Yun,Korea Republic,67,GK,Medium/Medium,GK
235474,G. Rolando,Italy,67,"RM, LM, LB",Medium/High,RES
237226,J. Nyholm,Sweden,67,CB,Medium/Medium,RES
239179,Z. Arsenić,Croatia,67,"CB, RB",High/Medium,LCB
239928,T. Müller,Germany,67,CB,Medium/Medium,LCB
241999,J. Billong,France,67,CB,Medium/High,SUB
244949,F. Pierrot,Haiti,67,ST,Medium/Medium,SUB
251600,Leandro Vilela,Brazil,67,CDM,Medium/High,SUB
252085,Pablo Trigueros,Spain,67,CB,Medium/Medium,RCB
194785,T. Flanagan,Northern Ireland,67,CB,Medium/Medium,LCB
195427,J. Stockley,England,67,ST,Medium/Medium,SUB
198175,L. Castaignos,Netherlands,67,ST,Medium/Medium,LS
198702,K. Barmen,Norway,67,CM,High/Medium,CDM
199748,J. Knudsen,Denmark,67,"CB, LWB",High/Medium,SUB
199769,M. Potzmann,Austria,67,"LB, RB, LM",High/Medium,SUB
200746,J. Lundstram,England,67,CM,Medium/High,RCM
201446,G. Moncur,England,67,"CM, CAM, LM",Medium/Medium,SUB
201955,M. Haïdara,France,67,LB,Medium/Medium,SUB
202123,C. Aneke,England,67,"ST, CAM",Medium/Medium,SUB
202617,V. Hladký,Czech Republic,67,GK,Medium/Medium,GK
202808,Li Ke,China PR,67,"CM, CDM, RB",High/Medium,RDM
203355,R. Hall,England,67,"RM, LM",Medium/Low,SUB
204322,R. McKenzie,Scotland,67,"RM, LW, CAM",High/Medium,RCM
204427,S. Parker,Germany,67,"ST, RM",Medium/Medium,RES
205232,D. McGeouch,Scotland,67,"CM, CDM",Medium/Medium,LCM
205554,L. Zima,Czech Republic,67,GK,Medium/Medium,GK
205911,M. Chiosa,Italy,67,CB,Medium/High,RCB
207610,R. Meara,Republic of Ireland,67,GK,Medium/Medium,SUB
208299,M. Belyaev,Russia,67,CB,Medium/Medium,
208462,R. Pröpper,Netherlands,67,CB,Medium/High,LCB
208589,K. Pusch,Germany,67,"CAM, ST, CM",Medium/Medium,SUB
210713,F. Holst,Denmark,67,RB,Medium/High,RB
211056,Luis Valcarce,Spain,67,LB,High/Medium,SUB
211437,L. Bertone,Switzerland,67,"CM, CDM",Medium/Medium,RDM
212338,E. Ba,France,67,"CDM, CM",Low/Medium,RES
212374,Jefferson,Brazil,67,"CM, CDM, RB",Medium/Medium,LDM
213204,S. Lundholm,Sweden,67,"RM, RW, LM",Medium/Medium,RM
213509,Lucas,Brazil,67,CB,Medium/Medium,RCB
213530,N. Poulsen,Denmark,67,CM,High/High,CDM
214175,C. Robles,Colombia,67,"CDM, CM",Medium/High,LDM
214200,J. Zuluaga,Colombia,67,RB,High/Low,RB
214509,N. Palacios,Colombia,67,"CDM, CM, CB",Low/High,RES
215132,S. Moyano,Argentina,67,GK,Medium/Medium,GK
215266,L. Melano,Argentina,67,"ST, RM, LM",Medium/Low,SUB
216268,D. Watmore,England,67,"RM, LM, ST",High/Medium,SUB
216288,S. Mrowca,Poland,67,"CDM, CB, RB",Medium/High,LDM
217709,Raphael Silva,Brazil,67,CB,Medium/High,RCB
219640,M. Pavelic,Austria,67,"RB, RM",Medium/Medium,SUB
219931,D. Mendoza,Argentina,67,ST,High/Low,SUB
220895,A. Al Sulayhim,Saudi Arabia,67,"CM, CDM",Medium/Low,LCM
221313,E. Arango,Colombia,67,"RM, LM",High/Medium,SUB
222875,J. Kayembe,Belgium,67,"LW, RW",Medium/Medium,RES
222944,Pablo Pérez,Spain,67,"CAM, RM, ST",Medium/Low,SUB
224150,J. Salas,Mexico,67,"CM, CDM",Medium/Medium,SUB
225050,A. Ba,Mauritania,67,CB,Low/Low,SUB
225849,M. Dittgen,Germany,67,"LM, LB",Medium/Medium,LM
226405,A. Arregui,Argentina,67,"CDM, CM",Medium/High,LDM
226783,F. Alashe,USA,67,"CB, CM",Medium/Medium,SUB
226793,M. Polster,USA,67,"RB, CDM",Medium/Medium,RES
227936,R. Mazáň,Slovakia,67,LB,Medium/Medium,LB
229045,A. Kanté,Gambia,67,"LW, ST",High/Low,SUB
229065,B. Niňaj,Slovakia,67,CB,Medium/Medium,RCB
229179,C. Tabó,Uruguay,67,LM,Medium/Low,RM
229620,V. Rodić,Montenegro,67,"RM, LM",Medium/Medium,SUB
229625,S. Rapp,Switzerland,67,ST,Medium/Low,LS
230758,M. Pučko,Slovenia,67,"RM, LM",Medium/Low,SUB
233140,R. Harakawa,Japan,67,CM,Medium/Medium,LCM
233670,A. Fukumori,Japan,67,"CB, LB, CM",Medium/High,LCB
234463,N. Solís,Argentina,67,"LM, LW",Medium/Medium,LW
234464,V. Ramis,Argentina,67,"RM, ST, LM",High/Medium,RES
235280,J. Aja,Uruguay,67,CB,Low/High,RCB
235548,M. Cabit,France,67,LB,Medium/Medium,SUB
235779,J. Noy,Uruguay,67,CDM,Medium/High,SUB
235890,M. Saadane,Morocco,67,"CB, CDM",Low/Medium,RDM
236989,S. Richey,USA,67,GK,Medium/Medium,SUB
237538,F. Rogic,Sweden,67,"CM, LW, LWB",High/Medium,LCM
237580,D. Schmidt,Japan,67,GK,Medium/Medium,GK
237655,B. De Alba,Colombia,67,CAM,Medium/Medium,SUB
238981,T. Schwede,Germany,67,"LM, LW, RW",High/High,RES
239048,H. Akbunar,Turkey,67,"RM, LM",High/Medium,LM
239388,F. Bechtholdt,Argentina,67,"CB, CDM",Medium/Medium,RCB
241595,S. Ngom,Senegal,67,"ST, RW",Medium/Low,RES
244786,T. Hájek,Czech Republic,67,CB,Medium/Medium,SUB
246015,Luis Mago,Venezuela,67,"CB, LB",Medium/Medium,LCB
250841,P. Álvarez,Peru,67,GK,Medium/Medium,
251196,F. Makaringe,South Africa,67,"CAM, CM, RW",High/Medium,SUB
252090,Carlos Bravo,Spain,67,"CAM, RM, LM",Medium/Medium,SUB
252314,M. Rosafio,Italy,67,"RW, LW, CAM",High/Medium,CAM
252411,Z. Naidji,Algeria,67,ST,Medium/Medium,SUB
252800,Rubén Lobato,Spain,67,LB,Medium/Medium,RES
189544,S. Wangberg,Norway,67,CB,Medium/High,CB
189551,D. Gissi,Switzerland,67,"CB, RB",Low/Medium,LCB
192496,P. Downing,England,67,CB,Low/Medium,RCB
193443,T. Coremans,Netherlands,67,GK,Medium/Medium,GK
198624,J. Shaughnessy,Republic of Ireland,67,CB,Medium/High,RCB
200209,N. Larsen,Denmark,67,GK,Medium/Medium,GK
200292,J. Lowe,England,67,"CDM, CM, RB",Low/High,SUB
200779,J. Clarke-Harris,England,67,ST,Medium/Low,ST
201484,P. McEleney,Republic of Ireland,67,CAM,Medium/Medium,CAM
201841,N. Dussenne,Belgium,67,CB,Medium/Medium,SUB
201869,R. Teibert,Canada,67,"CM, CDM",Medium/High,CDM
204152,J. Jønsson,Denmark,67,"CDM, CB",Medium/High,RDM
204761,G. Hall,England,67,CB,Low/Medium,RCB
205048,K. Vollmann,Germany,67,"LM, CAM",High/Medium,RM
205068,Cristiano,Portugal,67,GK,Medium/Medium,GK
205584,M. Ihiekwe,England,67,CB,Medium/High,RCB
205999,M. Rutten,Netherlands,67,"RB, CDM",Medium/Medium,SUB
206606,P. Hofmann,Germany,67,ST,High/High,RS
207744,A. Youga,Central African Rep.,67,CDM,Medium/High,SUB
209484,H. Sacko,Mali,67,"RM, RW",Medium/Medium,SUB
209618,F. Tardieu,France,67,"CDM, CM",Medium/Medium,CDM
209890,Y. Musavu-King,Gabon,67,CB,Low/Medium,LCB
209935,D. Gallagher,Scotland,67,"CB, RB",Medium/High,RCB
210269,Renato,Brazil,67,"CDM, CM",Medium/Medium,RDM
210361,B. Godeau,Belgium,67,"CB, LB",Low/Medium,LCB
210422,K. Kamiński,Poland,67,GK,Medium/Medium,GK
210601,T. Ebner,Austria,67,"CDM, CM, LB",Medium/High,SUB
211908,G. Güvenç,Turkey,67,GK,Medium/Medium,GK
212156,S. Rincón,Colombia,67,"RM, RW",High/Low,RW
213993,F. Forte,Italy,67,ST,Medium/Medium,ST
214034,V. Soto,Colombia,67,GK,Medium/Medium,RES
217606,E. Boateng,Ghana,67,"LM, RM",High/High,SUB
218651,P. Sotiriou,Cyprus,67,ST,High/High,LS
220805,A. Castro,Colombia,67,"LM, LW",Medium/Medium,LM
223370,M. Engels,Germany,67,"ST, RM, LM",Medium/Medium,LM
224187,M. Rayhi,Netherlands,67,"LM, CAM",High/Medium,LM
226785,N. Besler,USA,67,"CB, CM",Low/Medium,SUB
227584,D. Melnjak,Croatia,67,LB,Medium/Medium,LB
229023,P. Eze,Nigeria,67,ST,High/Low,RES
229212,B. Smeets,Netherlands,67,"CM, CAM",High/High,CM
229542,A. Desmas,France,67,GK,Medium/Medium,GK
232577,R. Yamanaka,Japan,67,"LB, LM, CM",High/Medium,SUB
233643,S. Camara,France,67,"CB, LB",Medium/Medium,LCB
237591,A. Mehremić,Bosnia Herzegovina,67,CB,Medium/Medium,LCB
238479,Renê Santos,Brazil,67,"CDM, CB",Low/High,SUB
246739,O. Thioune,Senegal,67,"CM, CDM",Medium/Medium,SUB
183377,J. Nation,Norway,67,CB,Low/Medium,RES
184084,M. Dreyer,France,67,GK,Medium/Medium,SUB
190572,L. De Bock,Belgium,67,"LB, LM",Medium/High,RES
190583,M. Smith,England,67,ST,High/Medium,ST
190962,T. Aldred,Scotland,67,CB,Medium/High,RCB
191093,R. Pillot,France,67,GK,Medium/Medium,GK
192559,G. Nauber,Germany,67,CB,Medium/Medium,RCB
192582,C. Shields,Republic of Ireland,67,"CDM, CM",Medium/High,RCM
193422,T. Børven,Norway,67,ST,High/Low,ST
195356,M. Delač,Croatia,67,GK,Medium/Medium,GK
198428,J. Zoua,Cameroon,67,ST,High/Medium,
198701,S. Pettinari,Italy,67,ST,High/Medium,RES
198903,R. Aya,Italy,67,CB,Medium/High,RCB
199665,J. Cools,Belgium,67,"CDM, CM",Medium/High,SUB
199668,S. Gallucci,Argentina,67,"CDM, CM",Medium/Medium,SUB
200256,T. Leugers,Germany,67,"CDM, CM",Medium/High,SUB
200698,N. Marsman,Netherlands,67,GK,Medium/Medium,RES
201523,M. Deplagne,France,67,"RB, LB",Low/High,LB
201527,R. Laursen,Denmark,67,RWB,High/High,RWB
201999,J. Flanagan,England,67,"LB, RB",Low/Medium,SUB
202073,E. Zavaleta,USA,67,CB,Medium/Medium,SUB
203426,K. Løkberg,Norway,67,CM,High/High,RES
203431,Leandro,Brazil,67,"LM, RM",Medium/Low,SUB
204763,P. Steinhart,Germany,67,"LB, LM",Medium/Medium,LB
205724,I. Lanni,Italy,67,GK,Medium/Medium,GK
205752,G. Edwards,Wales,67,"RW, RM",High/High,LM
206161,A. Lazaar,Morocco,67,"LB, LM",High/High,RES
206219,Juan Cruz,Spain,67,"LB, LM",Medium/High,LB
207485,C. Ramírez,Mexico,67,LM,Medium/Low,SUB
207618,D. Fällman,Sweden,67,CB,Medium/Medium,LCB
208432,T. Pettersson,Sweden,67,CB,Medium/Medium,CB
208968,F. Al Qarni,Saudi Arabia,67,GK,Medium/Medium,GK
210488,P. van Ooijen,Netherlands,67,"CAM, RW, CM",Medium/Medium,LW
211221,M. Boyle,Australia,67,"RM, RWB, ST",High/Medium,SUB
211702,M. Endres,Germany,67,CB,Medium/Medium,SUB
211955,U. Taffertshofer,Germany,67,"CDM, CM, CB",Medium/High,RDM
214211,R. Vanegas,Colombia,67,"LM, ST",High/Medium,SUB
214990,M. Catalán,Argentina,67,RB,High/Low,RB
215786,Y. Boé-Kane,France,67,"CDM, CB",Medium/High,LDM
217758,C. Washington,Northern Ireland,67,ST,High/Medium,LS
218971,S. Gbohouo,Cote d'Ivoire,67,GK,Medium/Medium,
219746,D. Torres,Chile,67,"LWB, LB",Medium/Medium,LM
221179,Sebas Coris,Spain,67,"RM, RWB",Medium/Medium,SUB
221477,Song Seung Min,Korea Republic,67,"ST, RW, CAM",High/High,SUB
221684,B. Sweat,USA,67,LB,Medium/Medium,SUB
221736,J. Pereira,Colombia,67,"RM, CM",High/Medium,LM
223115,P. Gladon,Netherlands,67,ST,High/Medium,SUB
224724,T. Bingöl,Turkey,67,"RM, LM, RB",Medium/High,SUB
226576,A. Rodríguez,Colombia,67,"RM, ST",Medium/Low,RAM
228632,M. Ajani,Germany,67,"RM, LM, RB",Medium/Medium,SUB
230150,Luís Machado,Portugal,67,"LW, RW",Medium/Low,SUB
230793,Álvaro Traver,Spain,67,"RM, LM",Medium/Medium,SUB
230982,M. Roman,Romania,67,ST,High/Low,ST
233074,Borja Domínguez,Spain,67,"CM, CDM",Medium/Medium,SUB
233148,Y. Nakano,Japan,67,"LM, RM, CF",High/Medium,SUB
234281,M. Kvesić,Bosnia Herzegovina,67,"CAM, CF",Medium/Medium,CAM
237448,A. Delamea,Slovenia,67,CB,Low/High,SUB
238456,F. Obilor,Nigeria,67,CB,Medium/Medium,SUB
238984,M. Farrona Pulido,Germany,67,"LM, RM",Medium/Low,SUB
239437,P. Zulu,South Africa,67,"LM, LB, LW",Medium/Medium,SUB
242651,F. Valot,France,67,"RM, CAM",High/High,RES
251152,M. Miers,Paraguay,67,"CB, LB",Medium/Medium,LCB
251511,M. Zeghba,Algeria,67,GK,Medium/Medium,GK
10466,S. Ishizaki,Sweden,67,"CM, CAM",Medium/Medium,SUB
52340,M. Marić,Switzerland,67,CB,Low/Medium,CB
53736,L. Camp,Northern Ireland,67,GK,Medium/Medium,GK
104476,C. Grindheim,Norway,67,"CAM, CM",Medium/High,CAM
114356,M. Wölfli,Switzerland,67,GK,Medium/Medium,SUB
116917,D. Perquis,France,67,GK,Medium/Medium,RES
118646,I. Henderson,England,67,"ST, CAM",High/Medium,ST
126883,A. Durak,Turkey,67,CDM,Medium/Medium,SUB
137267,R. Clark,USA,67,"CDM, CM",Medium/High,SUB
137461,J. Gjasula,Albania,67,"CM, CB",Medium/Medium,RCB
138722,B. Jones,England,67,RB,High/Medium,SUB
139476,D. Gerken,England,67,GK,Medium/Medium,GK
140423,J. Buxton,England,67,CB,Low/High,LCB
140497,R. Wallace,Scotland,67,"CM, RM",Medium/Medium,RES
142818,F. Cubero,Argentina,67,"CB, RB",Low/High,RES
142962,E. Bologna,Argentina,67,GK,Medium/Medium,RES
143751,F. Öztorun,Turkey,67,LB,Medium/Medium,LB
144282,S. Özkan,Turkey,67,"LM, RM",Medium/Low,SUB
145014,Juande,Spain,67,"CDM, CM",Medium/High,RCM
146121,David Barral,Spain,67,ST,High/High,ST
146969,Iñaki Astiz,Spain,67,CB,Low/Medium,RES
148365,A. Cristea,Romania,67,ST,Medium/Low,SUB
149825,D. Murphy,Republic of Ireland,67,ST,Medium/High,RES
150894,M. Halsti,Finland,67,CB,Low/High,LCB
151270,J. Coppinger,England,67,"CAM, LW",Medium/Medium,CAM
152107,P. Netzer,Austria,67,CB,Medium/High,LCB
152620,J. Samuelsen,Norway,67,CM,High/High,SUB
152870,Felipe Saad,Brazil,67,CB,Low/Medium,SUB
155694,S. De Petter,Belgium,67,"CB, CDM, CM",Medium/Medium,SUB
155964,S. McDonald,Australia,67,ST,Medium/Low,RS
156464,R. Wood,England,67,CB,Medium/High,SUB
158088,P. Álvarez,Argentina,67,"LB, RB",Medium/Medium,SUB
158370,F. Evacuo,Italy,67,ST,High/Low,ST
159040,G. Munari,Italy,67,CM,High/Medium,RES
159202,G. Rodríguez,Mexico,67,LB,Medium/Medium,SUB
159354,E. Hoffer,Austria,67,"ST, CF, RW",High/Medium,SUB
159566,Abraham González,Spain,67,"CDM, CM",Low/Low,LDM
161725,L. Pagliarulo,Italy,67,CB,Medium/High,RCB
162265,R. Cierzniak,Poland,67,GK,Medium/Medium,SUB
162315,L. Ridgewell,England,67,CB,Medium/Medium,LCB
162407,M. Jakobsen,Denmark,67,CB,Medium/Medium,LCB
162512,S. Cuthbert,Scotland,67,CB,Medium/High,CB
162886,R. Martin,Scotland,67,CB,Medium/Medium,CB
163265,Biel Ribas,Spain,67,GK,Medium/Medium,GK
163396,J. Vaughan,England,67,ST,Medium/Medium,LS
163908,M. Troiano,Italy,67,CM,High/High,SUB
163998,T. Tzimopoulos,New Zealand,67,CB,Low/High,SUB
167841,C. Maguire,Scotland,67,"LM, RM, ST",Medium/Medium,SUB
169424,I. Bandalovski,Bulgaria,67,"RB, CB",Medium/High,
169509,J. Fojut,Poland,67,CB,Medium/Medium,SUB
170231,M. Compper,Germany,67,CB,Medium/Medium,LCB
170309,F. Piovaccari,Italy,67,ST,Medium/Medium,ST
170472,J. Parr,Norway,67,LB,Medium/Medium,LB
170592,S. Schuppan,Germany,67,"CB, LB",Medium/High,LCB
170636,A. Lithgow,Scotland,67,CB,Medium/High,RCB
171490,S. Aresti,Italy,67,GK,Medium/Medium,SUB
171721,R. Perticone,Italy,67,"CB, LB",Medium/High,CB
172561,M. Lumb,Denmark,67,LB,High/Medium,LB
172780,B. Pitman,England,67,"ST, CAM",Medium/Low,SUB
172825,R. López,Mexico,67,CM,Medium/Medium,SUB
173337,Y. Konno,Japan,67,"CDM, CM, CB",Medium/Medium,CDM
173671,K. McFadzean,England,67,CB,Medium/High,RCB
173673,S. Quinn,Republic of Ireland,67,"CDM, CM",Medium/Medium,CDM
173834,N. Eardley,Wales,67,RB,High/Medium,RB
173859,S. Baldock,England,67,ST,High/Medium,RES
173891,L. Akins,England,67,"ST, RB, RM",Medium/Medium,RM
173895,S. Eastwood,England,67,GK,Medium/Medium,GK
176357,J. Mousinho,England,67,"CDM, CB",Medium/Medium,LCB
176380,D. Ferreira,Colombia,67,CAM,Medium/Medium,SUB
176907,C. Canío,Chile,67,"CAM, CF, ST",Medium/Low,ST
177083,R. Strauß,Germany,67,RB,Medium/Medium,SUB
177294,D. Furman,South Africa,67,"CM, CDM",Medium/High,
177315,G. Roberts,England,67,"CAM, LM",Medium/Medium,SUB
177404,S. Fürstner,Germany,67,"CDM, CM",Medium/High,SUB
